content_id,title,description,category,level,duration,difficulty,rating
362,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Programming,Intermediate,33,2,3.11
363,Machine Learning A-Z,Understand concepts and apply them to real-life problems.,Cloud Computing,Beginner,101,3,4.02
364,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Intermediate,121,2,4.62
365,Full Stack Web Development,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Intermediate,51,1,4.51
366,Computer Vision Basics,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Intermediate,81,3,2.73
367,Computer Vision Basics,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Advanced,134,1,4.24
368,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Cloud Computing,Intermediate,49,1,3.14
369,SQL for Data Science,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Advanced,160,3,3.39
370,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Intermediate,187,3,3.72
371,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,50,1,4.48
372,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Beginner,56,2,2.92
373,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Web Development,Beginner,192,3,2.77
374,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Cyber Security,Intermediate,121,2,2.88
375,Data Science Bootcamp,Perfect for beginners looking to start their journey.,Cyber Security,Intermediate,147,2,3.05
376,Advanced Excel for Business,Advanced course for professionals aiming to upgrade their skills.,Web Development,Beginner,105,3,2.65
377,Data Science Bootcamp,Understand concepts and apply them to real-life problems.,Web Development,Beginner,78,2,4.82
378,Data Science Bootcamp,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,47,3,3.3
379,Machine Learning A-Z,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Beginner,141,3,2.94
380,Introduction to Cyber Security,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Intermediate,80,3,4.09
381,"Web Development with HTML, CSS & JavaScript",Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Intermediate,166,3,4.47
382,Python for Beginners,Perfect for beginners looking to start their journey.,Cyber Security,Advanced,190,2,4.38
383,Natural Language Processing with Python,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,35,2,4.3
384,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Software Engineering,Intermediate,88,3,2.63
385,Data Science Bootcamp,Master advanced techniques and industry best practices.,Business Analytics,Intermediate,63,3,4.46
386,SQL for Data Science,Perfect for beginners looking to start their journey.,Cloud Computing,Advanced,132,3,3.75
387,Full Stack Web Development,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Intermediate,157,3,4.12
388,Full Stack Web Development,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Beginner,194,1,4.89
389,Machine Learning A-Z,Master advanced techniques and industry best practices.,Software Engineering,Beginner,38,2,4.53
390,"Web Development with HTML, CSS & JavaScript",Beginner-friendly course covering core concepts and practical applications.,Data Science,Intermediate,103,2,4.56
391,SQL for Data Science,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Intermediate,112,3,2.95
392,SQL for Data Science,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Advanced,198,1,3.69
393,Mobile App Development with Flutter,Perfect for beginners looking to start their journey.,Cyber Security,Beginner,160,1,4.87
394,Artificial Intelligence Fundamentals,Understand concepts and apply them to real-life problems.,Data Science,Advanced,163,1,3.96
395,Python for Beginners,Perfect for beginners looking to start their journey.,Artificial Intelligence,Beginner,182,3,2.76
396,SQL for Data Science,Advanced course for professionals aiming to upgrade their skills.,Web Development,Advanced,119,1,4.33
397,SQL for Data Science,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Advanced,58,3,2.61
398,Advanced Excel for Business,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Intermediate,86,1,4.36
399,SQL for Data Science,Hands-on training with real datasets and real-world scenarios.,Programming,Intermediate,92,3,4.7
400,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Web Development,Beginner,69,3,3.56
401,Artificial Intelligence Fundamentals,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Beginner,72,2,3.53
402,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,65,3,3.26
403,"Web Development with HTML, CSS & JavaScript",Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Beginner,71,1,4.69
404,Cloud Computing with AWS,Master advanced techniques and industry best practices.,Cyber Security,Intermediate,143,2,3.87
405,Introduction to Cyber Security,Understand concepts and apply them to real-life problems.,Data Science,Beginner,176,1,3.95
406,Python for Beginners,Master advanced techniques and industry best practices.,Data Science,Advanced,24,3,4.15
407,Cloud Computing with AWS,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,93,2,3.25
408,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Software Engineering,Intermediate,114,3,3.58
409,Python for Beginners,Perfect for beginners looking to start their journey.,Artificial Intelligence,Intermediate,94,3,4.35
410,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Data Science,Beginner,187,1,4.96
411,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Data Science,Beginner,135,1,2.59
412,Power BI for Data Analysis,Master advanced techniques and industry best practices.,Cyber Security,Beginner,149,1,2.61
413,Cloud Computing with AWS,Step-by-step guide to becoming a professional in this field.,Business Analytics,Intermediate,87,2,3.57
414,Mobile App Development with Flutter,Perfect for beginners looking to start their journey.,Programming,Intermediate,99,1,4.15
415,Deep Learning with TensorFlow,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,124,3,3.47
416,Advanced Excel for Business,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Intermediate,88,2,5.0
417,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Data Science,Beginner,182,1,2.99
418,Data Science Bootcamp,Master advanced techniques and industry best practices.,Data Science,Intermediate,161,1,2.52
419,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,162,1,2.98
420,Machine Learning A-Z,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,153,3,4.72
421,SQL for Data Science,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Advanced,35,1,2.86
422,Deep Learning with TensorFlow,Perfect for beginners looking to start their journey.,Artificial Intelligence,Intermediate,106,3,3.7
423,Python for Beginners,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Beginner,143,2,3.55
424,Artificial Intelligence Fundamentals,Perfect for beginners looking to start their journey.,Programming,Beginner,193,1,4.16
425,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Software Engineering,Intermediate,159,3,2.64
426,Computer Vision Basics,Step-by-step guide to becoming a professional in this field.,Software Engineering,Beginner,60,1,4.15
427,"Web Development with HTML, CSS & JavaScript",Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Beginner,138,1,3.39
428,Machine Learning A-Z,Master advanced techniques and industry best practices.,Software Engineering,Intermediate,38,2,4.82
429,Full Stack Web Development,Build projects and gain practical experience.,Web Development,Beginner,95,2,4.62
430,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,128,3,3.5
431,Natural Language Processing with Python,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Advanced,138,3,4.98
432,Natural Language Processing with Python,Perfect for beginners looking to start their journey.,Programming,Beginner,132,3,2.63
433,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Beginner,21,2,4.47
434,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Software Engineering,Intermediate,39,3,3.58
435,Advanced Excel for Business,Beginner-friendly course covering core concepts and practical applications.,Data Science,Advanced,138,2,3.58
436,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,114,2,2.93
437,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Data Science,Intermediate,156,1,3.79
438,Power BI for Data Analysis,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,40,1,2.71
439,Advanced Excel for Business,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Beginner,27,3,4.04
440,Introduction to Cyber Security,Build projects and gain practical experience.,Cyber Security,Beginner,186,2,3.1
441,SQL for Data Science,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Beginner,184,2,4.31
442,SQL for Data Science,Build projects and gain practical experience.,Cyber Security,Intermediate,48,2,4.02
443,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Web Development,Intermediate,54,1,4.37
444,Introduction to Cyber Security,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Beginner,57,2,4.37
445,Mobile App Development with Flutter,Step-by-step guide to becoming a professional in this field.,Business Analytics,Intermediate,109,3,2.99
446,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,182,3,2.5
447,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,87,1,3.41
448,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Programming,Intermediate,150,3,4.8
449,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Beginner,128,2,3.94
450,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Data Science,Advanced,130,2,4.32
451,Advanced Excel for Business,Understand concepts and apply them to real-life problems.,Web Development,Intermediate,31,3,4.7
452,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Business Analytics,Intermediate,51,1,4.77
453,Artificial Intelligence Fundamentals,Step-by-step guide to becoming a professional in this field.,Business Analytics,Intermediate,194,2,3.82
454,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Intermediate,82,2,3.85
455,SQL for Data Science,Build projects and gain practical experience.,Programming,Advanced,173,1,4.63
456,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Cloud Computing,Intermediate,62,2,4.52
457,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Programming,Advanced,126,3,4.25
458,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,191,3,4.01
459,Mobile App Development with Flutter,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Beginner,57,1,4.04
460,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Data Science,Advanced,48,1,3.41
461,Mobile App Development with Flutter,Learn the fundamentals and build real-world projects step by step.,Data Science,Intermediate,74,3,4.6
462,"Web Development with HTML, CSS & JavaScript",Understand concepts and apply them to real-life problems.,Cloud Computing,Intermediate,71,1,4.04
463,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Web Development,Advanced,134,3,3.06
464,SQL for Data Science,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Beginner,38,1,3.1
465,Computer Vision Basics,Master advanced techniques and industry best practices.,Programming,Beginner,54,3,4.65
466,Introduction to Cyber Security,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Beginner,67,2,4.06
467,Natural Language Processing with Python,Build projects and gain practical experience.,Web Development,Intermediate,129,2,3.5
468,Artificial Intelligence Fundamentals,Perfect for beginners looking to start their journey.,Software Engineering,Intermediate,50,3,2.97
469,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Advanced,22,2,4.03
470,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,182,3,2.96
471,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Web Development,Intermediate,107,1,3.68
472,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Advanced,71,2,4.19
473,Power BI for Data Analysis,Hands-on training with real datasets and real-world scenarios.,Data Science,Intermediate,90,2,3.91
474,Data Science Bootcamp,Understand concepts and apply them to real-life problems.,Web Development,Beginner,70,2,4.81
475,Machine Learning A-Z,Learn the fundamentals and build real-world projects step by step.,Data Science,Intermediate,75,3,2.6
476,Full Stack Web Development,Master advanced techniques and industry best practices.,Artificial Intelligence,Advanced,118,2,3.2
477,Data Science Bootcamp,Advanced course for professionals aiming to upgrade their skills.,Programming,Advanced,40,1,2.64
478,Data Science Bootcamp,Build projects and gain practical experience.,Business Analytics,Intermediate,148,2,2.99
479,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Advanced,127,1,2.81
480,Computer Vision Basics,Build projects and gain practical experience.,Programming,Beginner,72,2,4.33
481,Machine Learning A-Z,Build projects and gain practical experience.,Cloud Computing,Beginner,25,2,3.42
482,Computer Vision Basics,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Advanced,101,1,4.81
483,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Beginner,98,2,2.56
484,SQL for Data Science,Build projects and gain practical experience.,Programming,Beginner,66,1,4.13
485,Natural Language Processing with Python,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,115,1,4.93
486,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,125,1,2.94
487,Mobile App Development with Flutter,Perfect for beginners looking to start their journey.,Artificial Intelligence,Intermediate,197,2,3.61
488,"Web Development with HTML, CSS & JavaScript",Understand concepts and apply them to real-life problems.,Business Analytics,Beginner,101,2,4.25
489,Introduction to Cyber Security,Beginner-friendly course covering core concepts and practical applications.,Data Science,Advanced,50,1,4.08
490,SQL for Data Science,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Advanced,176,2,3.92
491,Python for Beginners,Perfect for beginners looking to start their journey.,Artificial Intelligence,Beginner,162,3,3.32
492,Full Stack Web Development,Build projects and gain practical experience.,Software Engineering,Beginner,77,1,4.32
493,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Software Engineering,Intermediate,42,1,4.13
494,Power BI for Data Analysis,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Intermediate,185,3,2.91
495,Artificial Intelligence Fundamentals,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,60,3,4.91
496,Data Science Bootcamp,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,34,1,3.89
497,Deep Learning with TensorFlow,Build projects and gain practical experience.,Cloud Computing,Beginner,106,3,3.81
498,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,22,1,4.62
499,SQL for Data Science,Build projects and gain practical experience.,Cyber Security,Beginner,20,2,4.1
500,Cloud Computing with AWS,Hands-on training with real datasets and real-world scenarios.,Cyber Security,Intermediate,94,3,2.69
501,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Data Science,Intermediate,158,1,3.77
502,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Intermediate,95,1,4.45
503,Natural Language Processing with Python,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,23,1,4.25
504,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,44,3,4.93
505,Cloud Computing with AWS,Step-by-step guide to becoming a professional in this field.,Software Engineering,Beginner,190,2,2.56
506,Data Science Bootcamp,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,113,2,3.15
507,Mobile App Development with Flutter,Master advanced techniques and industry best practices.,Artificial Intelligence,Intermediate,187,3,3.87
508,"Web Development with HTML, CSS & JavaScript",Learn the fundamentals and build real-world projects step by step.,Web Development,Intermediate,115,1,4.05
509,Advanced Excel for Business,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Beginner,127,1,3.19
510,Introduction to Cyber Security,Hands-on training with real datasets and real-world scenarios.,Programming,Intermediate,118,1,4.57
511,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Advanced,114,3,2.91
512,Machine Learning A-Z,Comprehensive guide to mastering modern technologies with hands-on examples.,Programming,Intermediate,119,3,2.5
513,Deep Learning with TensorFlow,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Intermediate,110,1,4.88
514,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Cloud Computing,Advanced,63,1,3.48
515,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Web Development,Intermediate,147,1,4.89
516,Python for Beginners,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Intermediate,42,3,3.19
517,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Artificial Intelligence,Beginner,42,3,2.66
518,SQL for Data Science,Build projects and gain practical experience.,Data Science,Beginner,74,2,4.43
519,Data Science Bootcamp,Hands-on training with real datasets and real-world scenarios.,Programming,Intermediate,180,1,4.59
520,Cloud Computing with AWS,Beginner-friendly course covering core concepts and practical applications.,Web Development,Intermediate,96,1,3.73
521,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,82,2,2.68
522,Advanced Excel for Business,Understand concepts and apply them to real-life problems.,Data Science,Advanced,122,1,4.14
523,Mobile App Development with Flutter,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,79,2,2.96
524,Advanced Excel for Business,Advanced course for professionals aiming to upgrade their skills.,Web Development,Intermediate,99,3,4.62
525,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Data Science,Beginner,114,2,3.19
526,Machine Learning A-Z,Master advanced techniques and industry best practices.,Artificial Intelligence,Beginner,88,2,4.62
527,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Software Engineering,Intermediate,133,3,3.57
528,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,123,1,3.99
529,Python for Beginners,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Beginner,127,2,4.47
530,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Programming,Intermediate,108,2,2.6
531,Deep Learning with TensorFlow,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Intermediate,40,1,4.55
532,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Intermediate,150,2,2.85
533,Full Stack Web Development,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Advanced,195,3,3.4
534,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Beginner,29,2,3.68
535,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Web Development,Intermediate,106,1,4.74
536,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Web Development,Intermediate,189,1,2.56
537,Natural Language Processing with Python,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Advanced,110,2,3.9
538,Full Stack Web Development,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Advanced,193,1,4.11
539,Machine Learning A-Z,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Intermediate,156,1,3.29
540,Power BI for Data Analysis,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Intermediate,142,2,3.23
541,Artificial Intelligence Fundamentals,Build projects and gain practical experience.,Data Science,Beginner,196,2,3.73
542,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Software Engineering,Beginner,23,1,2.97
543,"Web Development with HTML, CSS & JavaScript",Build projects and gain practical experience.,Web Development,Intermediate,109,2,3.67
544,Python for Beginners,Perfect for beginners looking to start their journey.,Data Science,Intermediate,115,3,4.41
545,Machine Learning A-Z,Master advanced techniques and industry best practices.,Business Analytics,Intermediate,48,2,4.61
546,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Intermediate,105,1,3.46
547,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Web Development,Beginner,66,3,4.04
548,Deep Learning with TensorFlow,Hands-on training with real datasets and real-world scenarios.,Programming,Intermediate,96,1,2.5
549,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Cloud Computing,Beginner,106,1,3.88
550,Cloud Computing with AWS,Comprehensive guide to mastering modern technologies with hands-on examples.,Programming,Beginner,50,3,4.94
551,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,70,2,3.28
552,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Advanced,188,1,3.99
553,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Programming,Beginner,55,2,4.41
554,Computer Vision Basics,Hands-on training with real datasets and real-world scenarios.,Web Development,Intermediate,187,2,4.02
555,Full Stack Web Development,Beginner-friendly course covering core concepts and practical applications.,Web Development,Beginner,114,3,3.55
556,Introduction to Cyber Security,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,34,1,2.88
557,Cloud Computing with AWS,Perfect for beginners looking to start their journey.,Cloud Computing,Advanced,97,3,3.66
558,Introduction to Cyber Security,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Intermediate,177,3,3.24
559,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,177,1,4.24
560,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,174,1,3.6
561,Python for Beginners,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Advanced,59,3,4.62
562,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Data Science,Beginner,64,3,2.98
563,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Programming,Intermediate,194,3,3.54
564,SQL for Data Science,Master advanced techniques and industry best practices.,Business Analytics,Beginner,109,1,3.89
565,Artificial Intelligence Fundamentals,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Beginner,75,1,2.82
566,Natural Language Processing with Python,Advanced course for professionals aiming to upgrade their skills.,Web Development,Beginner,73,3,3.97
567,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Business Analytics,Intermediate,104,1,3.23
568,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Intermediate,28,1,3.07
569,Computer Vision Basics,Master advanced techniques and industry best practices.,Web Development,Beginner,137,1,2.85
570,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Programming,Intermediate,84,2,3.37
571,Full Stack Web Development,Perfect for beginners looking to start their journey.,Data Science,Advanced,127,2,4.82
572,Cloud Computing with AWS,Perfect for beginners looking to start their journey.,Business Analytics,Advanced,148,3,2.58
573,Advanced Excel for Business,Build projects and gain practical experience.,Business Analytics,Beginner,160,2,4.63
574,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Business Analytics,Beginner,57,3,3.49
575,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Web Development,Advanced,192,3,3.9
576,SQL for Data Science,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Beginner,124,1,3.78
577,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Beginner,59,3,4.81
578,Python for Beginners,Master advanced techniques and industry best practices.,Cyber Security,Advanced,162,3,4.43
579,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,197,3,4.96
580,Deep Learning with TensorFlow,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Beginner,149,3,4.49
581,Power BI for Data Analysis,Build projects and gain practical experience.,Cloud Computing,Beginner,173,1,3.24
582,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Intermediate,94,1,4.91
583,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,52,3,4.96
584,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Advanced,104,2,2.81
585,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Intermediate,78,2,4.75
586,Machine Learning A-Z,Learn the fundamentals and build real-world projects step by step.,Programming,Intermediate,114,3,4.16
587,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Web Development,Beginner,45,1,4.8
588,"Web Development with HTML, CSS & JavaScript",Understand concepts and apply them to real-life problems.,Data Science,Beginner,122,3,4.79
589,Power BI for Data Analysis,Build projects and gain practical experience.,Web Development,Intermediate,40,3,4.73
590,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Cloud Computing,Beginner,196,1,4.71
591,Data Science Bootcamp,Step-by-step guide to becoming a professional in this field.,Cyber Security,Advanced,99,2,2.79
592,Full Stack Web Development,Master advanced techniques and industry best practices.,Programming,Beginner,90,3,2.86
593,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Cyber Security,Intermediate,85,1,2.79
594,Introduction to Cyber Security,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Beginner,56,1,2.73
595,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Web Development,Intermediate,33,3,3.38
596,Computer Vision Basics,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Beginner,127,1,4.21
597,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Programming,Beginner,154,3,3.39
598,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Cyber Security,Advanced,185,2,4.3
599,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Programming,Intermediate,192,3,4.55
600,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Intermediate,169,2,4.17
601,Natural Language Processing with Python,Master advanced techniques and industry best practices.,Cloud Computing,Intermediate,191,1,3.66
602,Computer Vision Basics,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Intermediate,100,3,3.24
603,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Programming,Beginner,99,1,2.81
604,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Beginner,122,3,3.73
605,Deep Learning with TensorFlow,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Intermediate,54,1,4.3
606,"Web Development with HTML, CSS & JavaScript",Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Beginner,121,2,3.87
607,Machine Learning A-Z,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Intermediate,150,3,4.3
608,Introduction to Cyber Security,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,137,1,3.34
609,Cloud Computing with AWS,Step-by-step guide to becoming a professional in this field.,Cyber Security,Beginner,114,3,2.67
610,Advanced Excel for Business,Advanced course for professionals aiming to upgrade their skills.,Programming,Beginner,74,3,4.43
611,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Data Science,Intermediate,28,2,3.05
612,Data Science Bootcamp,Master advanced techniques and industry best practices.,Business Analytics,Intermediate,88,1,4.04
613,Full Stack Web Development,Build projects and gain practical experience.,Business Analytics,Beginner,47,3,4.51
614,Data Science Bootcamp,Perfect for beginners looking to start their journey.,Software Engineering,Beginner,162,3,2.85
615,Full Stack Web Development,Learn the fundamentals and build real-world projects step by step.,Programming,Advanced,132,3,4.0
616,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,50,3,4.22
617,"Web Development with HTML, CSS & JavaScript",Build projects and gain practical experience.,Artificial Intelligence,Intermediate,78,3,4.37
618,Introduction to Cyber Security,Understand concepts and apply them to real-life problems.,Web Development,Advanced,101,1,2.87
619,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Advanced,73,3,4.56
620,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Advanced,194,3,2.74
